,face_uuid,filename,Ground Truth,match_file,match_score,model,distance_metric,number_of_hits,Model,account_name
776,2900d3e1-d65a-488e-8ae0-4ec877183baa,armin_laschet/2021-09-22_14-55-06_UTC_1.jpg,Armin Laschet,1f347af9-a36f-4727-923b-4c1a1e934ab9.png,0.7582858578394329,Facenet512,euclidean_l2,38.0,Armin Laschet,armin_laschet
782,362faa1c-ed62-4c80-b2a0-1e4d58715059,cdu/2021-09-24_15-48-03_UTC_1.jpg,Armin Laschet,cc6b3530-cd71-4500-a5fe-d868c449b8d1.png,0.6556399885040541,Facenet512,euclidean_l2,40.0,Armin Laschet,cdu
790,e178a328-0a69-44d0-a175-c0cec93746b2,cdu/2021-09-24_15-48-03_UTC_2.jpg,Armin Laschet,1bd44b42-05b1-4e5e-9ecf-b19872c3a776.png,0.5086577681330684,Facenet512,euclidean_l2,40.0,Armin Laschet,cdu
797,cd46351c-a418-4f43-b04b-602756020bdd,cdu/2021-09-18_13-19-15_UTC_10.jpg,Armin Laschet,5efa5b53-ada6-486e-8b66-4c6330a71ea7.png,0.6516958833475437,Facenet512,euclidean_l2,40.0,Armin Laschet,cdu
798,894f6531-dbd7-4287-a046-2da118c6a28d,cdu/2021-09-25_09-31-48_UTC.jpg,Armin Laschet,d0e6d963-6d02-463b-a226-ce3f34b0fcc5.png,0.5677523986867129,Facenet512,euclidean_l2,40.0,Armin Laschet,cdu
799,8b7a154c-0c08-4ad3-88b2-bb7af9c77ceb,cdu/2021-09-25_07-57-40_UTC.jpg,Armin Laschet,c0c7aedd-97dc-4394-8336-f812c19fc1a2.png,0.4729292707125436,Facenet512,euclidean_l2,38.0,Armin Laschet,cdu
803,59f2ab5b-c756-4844-addd-3023416d31f6,cdu/2021-09-20_10-21-05_UTC.jpg,Armin Laschet,b95e4651-bf56-4f12-8d9c-4defe1aef9b0.png,0.5420376111994764,Facenet512,euclidean_l2,40.0,Armin Laschet,cdu
807,eabe84c6-00c9-4dc9-af82-7e34c373d48b,cdu/2021-09-24_16-26-59_UTC.jpg,Armin Laschet,d0e6d963-6d02-463b-a226-ce3f34b0fcc5.png,0.6808850505234997,Facenet512,euclidean_l2,40.0,Armin Laschet,cdu
815,2464d440-103d-4069-9d03-0ebd6a724bd3,armin_laschet/2021-09-17_12-59-07_UTC_1.jpg,Armin Laschet,,,,,,Unknown,armin_laschet
820,8dbab2c4-3b7b-42da-a302-5d19e3730221,cdu/2021-09-21_11-34-09_UTC_4.jpg,Armin Laschet,laschet_armin.jpeg,0.7053836671841666,Facenet512,euclidean_l2,40.0,Armin Laschet,cdu
826,977706a4-932f-4265-81af-68afaa9655a5,cdu/2021-09-24_19-39-33_UTC_2.jpg,Armin Laschet,f7a956bb-513b-4ae7-9fb0-2adc7ab25076.png,0.814324138943703,Facenet512,euclidean_l2,16.0,Armin Laschet,cdu
873,82685574-d50f-4e89-b535-b26cf0e1db64,cdu/2021-09-15_19-53-11_UTC.jpg,Armin Laschet,laschet_armin.jpeg,0.7373451910579636,Facenet512,euclidean_l2,40.0,Armin Laschet,cdu
874,585934f3-99c7-4c8e-9751-f8cad5c60de5,cdu/2021-09-25_11-00-47_UTC.jpg,Armin Laschet,b95e4651-bf56-4f12-8d9c-4defe1aef9b0.png,0.5170177720632606,Facenet512,euclidean_l2,40.0,Armin Laschet,cdu
877,b48a69cb-dcea-4e35-9d93-185518ea5ccf,cdu/2021-09-24_19-39-33_UTC_9.jpg,Armin Laschet,,,,,,Unknown,cdu
884,57802663-d042-4830-9d7b-87204904a04d,cdu/2021-09-24_16-42-35_UTC.jpg,Armin Laschet,9c3a43b8-03a7-453c-a980-1c4523abd5f3.png,0.9135215433680328,Facenet512,euclidean_l2,18.0,Armin Laschet,cdu
886,2b23e1ed-281d-4222-8212-b5dd5978df48,cdu/2021-09-21_20-02-32_UTC_3.jpg,Armin Laschet,cc6b3530-cd71-4500-a5fe-d868c449b8d1.png,0.7383201486512232,Facenet512,euclidean_l2,34.0,Armin Laschet,cdu
888,c91b8c74-c781-40f3-b55a-97186c256b40,cdu/2021-09-16_17-02-39_UTC_10.jpg,Armin Laschet,c0c7aedd-97dc-4394-8336-f812c19fc1a2.png,0.6176979964902616,Facenet512,euclidean_l2,38.0,Armin Laschet,cdu
916,87e410d1-5caa-4c6f-8fc8-3a9453fd6146,cdu/2021-09-20_16-32-49_UTC_4.jpg,Armin Laschet,1f347af9-a36f-4727-923b-4c1a1e934ab9.png,1.0317106589307343,Facenet512,euclidean_l2,2.0,Armin Laschet,cdu
945,75197f5f-979f-4d3d-8764-4a61b5e8536a,cdu/2021-09-18_10-16-45_UTC_2.jpg,Armin Laschet,5efa5b53-ada6-486e-8b66-4c6330a71ea7.png,0.6953465808141016,Facenet512,euclidean_l2,40.0,Armin Laschet,cdu
953,8062532b-dcf2-4f39-b358-540233be9dbd,cdu/2021-09-18_10-16-45_UTC_5.jpg,Armin Laschet,544c4dd7-ae0f-4d1e-825f-3d9e1eca7fd3.png,0.6570030675562665,Facenet512,euclidean_l2,40.0,Armin Laschet,cdu
961,1d0f28a1-8e5c-4f1b-b311-110373a7c165,cdu/2021-09-23_10-08-51_UTC_6.jpg,Armin Laschet,c0c7aedd-97dc-4394-8336-f812c19fc1a2.png,0.5507119316562412,Facenet512,euclidean_l2,38.0,Armin Laschet,cdu
966,8ef5b2d5-abf2-4949-afad-386a7c618d34,cdu/2021-09-18_13-19-15_UTC_8.jpg,Armin Laschet,,,,,,Unknown,cdu
968,1f183799-d077-4766-83e9-e0e7ecceef65,cdu/2021-09-25_07-16-11_UTC.jpg,Armin Laschet,cc6b3530-cd71-4500-a5fe-d868c449b8d1.png,0.5965286808917563,Facenet512,euclidean_l2,40.0,Armin Laschet,cdu
969,af8cf6bb-c771-4d7f-9f24-703776f53981,armin_laschet/2021-09-24_12-06-26_UTC.jpg,Armin Laschet,544c4dd7-ae0f-4d1e-825f-3d9e1eca7fd3.png,0.6051923058595616,Facenet512,euclidean_l2,40.0,Armin Laschet,armin_laschet
970,02bf3538-ee12-4903-9a70-8042f5fa041d,cdu/2021-09-15_09-26-42_UTC_2.jpg,Armin Laschet,6b5fba44-8fb8-4e07-98e3-960e82e765a9.png,0.9353422868870016,Facenet512,euclidean_l2,2.0,Armin Laschet,cdu
973,387e92ed-51fe-4b4a-a37e-ae4a07dc9dcf,cdu/2021-09-24_17-15-13_UTC.jpg,Armin Laschet,laschet_armin.jpeg,0.490768684562683,Facenet512,euclidean_l2,38.0,Armin Laschet,cdu
987,4966862a-220b-4677-8dff-47d20e149f39,cdu/2021-09-23_16-10-56_UTC_5.jpg,Armin Laschet,c0c7aedd-97dc-4394-8336-f812c19fc1a2.png,0.6065753892126362,Facenet512,euclidean_l2,36.0,Armin Laschet,cdu
993,850292da-4ad7-441c-88c2-fe1cc8e28f6a,cdu/2021-09-24_19-39-33_UTC_10.jpg,Armin Laschet,,,,,,Unknown,cdu
998,f46e1343-7fe6-4eba-a05a-fdaccb00cf68,cdu/2021-09-25_08-41-54_UTC.jpg,Armin Laschet,f7a956bb-513b-4ae7-9fb0-2adc7ab25076.png,0.8141138043727648,Facenet512,euclidean_l2,20.0,Armin Laschet,cdu
1009,0b4a7330-eb29-4354-b290-e7c5bb75b74a,cdu/2021-09-18_10-16-45_UTC_4.jpg,Armin Laschet,,,,,,Unknown,cdu
1014,77e58591-48dc-4151-8ed3-967386212f83,cdu/2021-09-15_14-06-44_UTC.jpg,Armin Laschet,laschet_armin.jpeg,0.6009421895506408,Facenet512,euclidean_l2,38.0,Armin Laschet,cdu
1018,a1d63d53-4469-47fd-8f77-616751c34660,armin_laschet/2021-09-26_23-29-21_UTC_3.jpg,Armin Laschet,872af970-553e-4d30-abdc-252f937b8d70.png,0.6795702243920733,Facenet512,euclidean_l2,40.0,Armin Laschet,armin_laschet
1028,30daa5a5-990d-4c36-acfb-f6e0bec1c3f9,armin_laschet/2021-09-17_12-59-07_UTC_4.jpg,Armin Laschet,,,,,,Unknown,armin_laschet
1034,659814ba-6945-4a8f-baa6-dc2708ae07fa,cdu/2021-09-25_06-34-25_UTC.jpg,Armin Laschet,cc6b3530-cd71-4500-a5fe-d868c449b8d1.png,0.957055284807614,Facenet512,euclidean_l2,8.0,Armin Laschet,cdu
1035,f747143f-8e2e-4edd-8f4a-340801e23dcf,cdu/2021-09-23_12-30-11_UTC.jpg,Armin Laschet,80b6f539-47d0-408e-8a0b-aadcffe513a5.png,0.3932854201611704,Facenet512,euclidean_l2,40.0,Armin Laschet,cdu
1038,c44d3253-f70f-46c8-9019-b407a97ccb63,cdu/2021-09-23_15-17-25_UTC.jpg,Armin Laschet,d0e6d963-6d02-463b-a226-ce3f34b0fcc5.png,0.7836528172648809,Facenet512,euclidean_l2,40.0,Armin Laschet,cdu
1040,e619fe8d-c7c3-44cc-91e8-40084cdf7266,cdu/2021-09-24_19-39-33_UTC_4.jpg,Armin Laschet,9c3a43b8-03a7-453c-a980-1c4523abd5f3.png,0.6941917177152717,Facenet512,euclidean_l2,40.0,Armin Laschet,cdu
1042,62f0634b-4c46-432d-995c-a2cdd3e66d9c,cdu/2021-09-16_17-02-39_UTC_1.jpg,Armin Laschet,5efa5b53-ada6-486e-8b66-4c6330a71ea7.png,0.6719314044028744,Facenet512,euclidean_l2,40.0,Armin Laschet,cdu
1048,d81e6c55-8ce7-49c2-bc2e-7faf67927343,cdu/2021-09-21_18-48-32_UTC_4.jpg,Armin Laschet,5efa5b53-ada6-486e-8b66-4c6330a71ea7.png,0.7112835257369737,Facenet512,euclidean_l2,40.0,Armin Laschet,cdu
1071,72a05a3c-b29d-4ccb-9cf7-ad8593f4fc8f,cdu/2021-09-13_12-04-40_UTC_3.jpg,Armin Laschet,,,,,,Unknown,cdu
1073,edc1ad1d-a75e-44cc-95ca-b9699fafcc6d,cdu/2021-09-21_18-48-32_UTC_1.jpg,Armin Laschet,5efa5b53-ada6-486e-8b66-4c6330a71ea7.png,0.6393787060453165,Facenet512,euclidean_l2,34.0,Armin Laschet,cdu
1085,766897b9-85c4-4068-970d-75f95799966c,cdu/2021-09-20_16-32-49_UTC_2.jpg,Armin Laschet,,,,,,Unknown,cdu
1090,0643e899-4a10-4ef1-8ddf-d7a208f808c4,cdu/2021-09-16_17-02-39_UTC_4.jpg,Armin Laschet,,,,,,Unknown,cdu
1097,7adae84d-5c00-41ec-8812-0557bcadb665,cdu/2021-09-23_10-08-51_UTC_4.jpg,Armin Laschet,1bd44b42-05b1-4e5e-9ecf-b19872c3a776.png,0.7653965781528688,Facenet512,euclidean_l2,18.0,Armin Laschet,cdu
1102,b2335109-68db-4a33-b144-69ee05730cef,cdu/2021-09-18_13-19-15_UTC_4.jpg,Armin Laschet,1bd44b42-05b1-4e5e-9ecf-b19872c3a776.png,0.8875804096807219,Facenet512,euclidean_l2,26.0,Armin Laschet,cdu
1103,1cfb9b7e-72b6-4fde-93fd-e132427c5dd3,cdu/2021-09-18_13-19-15_UTC_4.jpg,Armin Laschet,c0c7aedd-97dc-4394-8336-f812c19fc1a2.png,0.7816688486253917,Facenet512,euclidean_l2,36.0,Armin Laschet,cdu
1109,0ce4b809-b1b6-4622-8b9a-4d8fed03dbf9,cdu/2021-09-18_13-19-15_UTC_4.jpg,Armin Laschet,,,,,,Unknown,cdu
1110,c761a2d2-71a1-486f-8519-9617ddda1cda,cdu/2021-09-18_13-19-15_UTC_4.jpg,Armin Laschet,c0c7aedd-97dc-4394-8336-f812c19fc1a2.png,0.7713440692417428,Facenet512,euclidean_l2,20.0,Armin Laschet,cdu
1113,15eaa1e3-102a-493a-8482-419f8e7b877f,cdu/2021-09-18_13-19-15_UTC_4.jpg,Armin Laschet,cc6b3530-cd71-4500-a5fe-d868c449b8d1.png,1.0241118062085617,Facenet512,euclidean_l2,2.0,Armin Laschet,cdu
1114,babbd18b-c655-465d-b180-995a865d6f46,cdu/2021-09-18_13-19-15_UTC_4.jpg,Armin Laschet,6eea9eca-17f8-4cce-b3dd-7cf5cb345415.png,0.8580207961798835,Facenet512,euclidean_l2,28.0,Armin Laschet,cdu
1121,c3c1ff33-e69e-4356-9f8e-7605d369ff10,cdu/2021-09-25_13-50-24_UTC_1.jpg,Armin Laschet,1f347af9-a36f-4727-923b-4c1a1e934ab9.png,0.8123509463204958,Facenet512,euclidean_l2,24.0,Armin Laschet,cdu
1126,6931f623-3682-459d-933d-dd527800efe1,cdu/2021-09-18_10-16-45_UTC_1.jpg,Armin Laschet,d0e6d963-6d02-463b-a226-ce3f34b0fcc5.png,0.7766159440437519,Facenet512,euclidean_l2,40.0,Armin Laschet,cdu
1139,277c1f34-f6d2-4064-ad32-3708c7179435,armin_laschet/2021-09-23_13-50-48_UTC_6.jpg,Armin Laschet,5efa5b53-ada6-486e-8b66-4c6330a71ea7.png,0.7901726104902513,Facenet512,euclidean_l2,28.0,Armin Laschet,armin_laschet
1147,f3b15abb-4043-46f9-aabd-b0d221bca3b1,armin_laschet/2021-09-13_17-02-10_UTC_2.jpg,Armin Laschet,,,,,,Unknown,armin_laschet
1152,08da6fea-2544-4cae-a138-fc6ba470ab09,armin_laschet/2021-09-22_09-18-33_UTC_2.jpg,Armin Laschet,6eea9eca-17f8-4cce-b3dd-7cf5cb345415.png,0.895729905802195,Facenet512,euclidean_l2,18.0,Armin Laschet,armin_laschet
1159,38409c0e-7cc4-48f2-9aa6-5cf25f37cdfb,armin_laschet/2021-09-24_13-34-04_UTC_5.jpg,Armin Laschet,c0c7aedd-97dc-4394-8336-f812c19fc1a2.png,0.7229223854184953,Facenet512,euclidean_l2,34.0,Armin Laschet,armin_laschet
