filename,Names,account_name,GPT Count,shortcode,username,user_id,party,type,Post Type
abaerbock/2021-09-25_15-05-02_UTC_5.jpg,Annalena Baerbock,abaerbock,1,CUP73Dds0Ry,abaerbock,7012133944,B90DieGruenen,Person,Post
abaerbock/2021-09-25_15-05-02_UTC_6.jpg,Annalena Baerbock,abaerbock,3+,CUP73Dds0Ry,abaerbock,7012133944,B90DieGruenen,Person,Post
armin_laschet/2021-09-12_20-15-07_UTC.jpg,Armin Laschet,armin_laschet,1,CTvBA4kor32,armin_laschet,4852192933,CDU,Person,Post
armin_laschet/2021-09-12_20-45-47_UTC.jpg,Armin Laschet,armin_laschet,1,CTvESz8IU6S,armin_laschet,4852192933,CDU,Person,Post
armin_laschet/2021-09-13_17-02-10_UTC_1.jpg,Armin Laschet,armin_laschet,1,CTxPuj0IhIo,armin_laschet,4852192933,CDU,Person,Post
armin_laschet/2021-09-13_17-02-10_UTC_2.jpg,Armin Laschet,armin_laschet,1,CTxPuj0IhIo,armin_laschet,4852192933,CDU,Person,Post
armin_laschet/2021-09-13_17-02-10_UTC_3.jpg,Armin Laschet,armin_laschet,3+,CTxPuj0IhIo,armin_laschet,4852192933,CDU,Person,Post
armin_laschet/2021-09-15_09-28-48_UTC_1.jpg,Armin Laschet,armin_laschet,2,CT1lbrxIW_N,armin_laschet,4852192933,CDU,Person,Post
armin_laschet/2021-09-15_09-28-48_UTC_2.jpg,Armin Laschet,armin_laschet,1,CT1lbrxIW_N,armin_laschet,4852192933,CDU,Person,Post
armin_laschet/2021-09-15_09-28-48_UTC_3.jpg,Armin Laschet,armin_laschet,1,CT1lbrxIW_N,armin_laschet,4852192933,CDU,Person,Post
armin_laschet/2021-09-15_12-38-48_UTC.jpg,Armin Laschet,armin_laschet,1,CT17LV3ohf5,armin_laschet,4852192933,CDU,Person,Post
armin_laschet/2021-09-16_13-50-14_UTC_1.jpg,Armin Laschet,armin_laschet,1,CT4oJVBobFY,armin_laschet,4852192933,CDU,Person,Post
armin_laschet/2021-09-16_13-50-14_UTC_2.jpg,None,armin_laschet,,CT4oJVBobFY,armin_laschet,4852192933,CDU,Person,Post
armin_laschet/2021-09-16_15-01-25_UTC.jpg,Armin Laschet,armin_laschet,1,CT4wSutIFrr,armin_laschet,4852192933,CDU,Person,Post
armin_laschet/2021-09-17_12-59-07_UTC_1.jpg,Armin Laschet,armin_laschet,2,CT7HF6qoleh,armin_laschet,4852192933,CDU,Person,Post
armin_laschet/2021-09-17_12-59-07_UTC_2.jpg,Armin Laschet,armin_laschet,3+,CT7HF6qoleh,armin_laschet,4852192933,CDU,Person,Post
armin_laschet/2021-09-17_12-59-07_UTC_3.jpg,Armin Laschet,armin_laschet,3+,CT7HF6qoleh,armin_laschet,4852192933,CDU,Person,Post
armin_laschet/2021-09-17_12-59-07_UTC_4.jpg,Armin Laschet,armin_laschet,3+,CT7HF6qoleh,armin_laschet,4852192933,CDU,Person,Post
armin_laschet/2021-09-17_12-59-07_UTC_5.jpg,Armin Laschet,armin_laschet,2,CT7HF6qoleh,armin_laschet,4852192933,CDU,Person,Post
armin_laschet/2021-09-17_12-59-07_UTC_6.jpg,Armin Laschet,armin_laschet,3+,CT7HF6qoleh,armin_laschet,4852192933,CDU,Person,Post
armin_laschet/2021-09-18_19-12-07_UTC_1.jpg,Armin Laschet,armin_laschet,1,CT-Wks4orcn,armin_laschet,4852192933,CDU,Person,Post
armin_laschet/2021-09-18_19-12-07_UTC_2.jpg,Armin Laschet,armin_laschet,3+,CT-Wks4orcn,armin_laschet,4852192933,CDU,Person,Post
armin_laschet/2021-09-18_19-12-07_UTC_3.jpg,Armin Laschet,armin_laschet,2,CT-Wks4orcn,armin_laschet,4852192933,CDU,Person,Post
armin_laschet/2021-09-18_19-12-07_UTC_4.jpg,Armin Laschet,armin_laschet,3+,CT-Wks4orcn,armin_laschet,4852192933,CDU,Person,Post
armin_laschet/2021-09-18_19-12-07_UTC_5.jpg,Armin Laschet,armin_laschet,3+,CT-Wks4orcn,armin_laschet,4852192933,CDU,Person,Post
armin_laschet/2021-09-18_19-12-07_UTC_6.jpg,Armin Laschet,armin_laschet,0,CT-Wks4orcn,armin_laschet,4852192933,CDU,Person,Post
armin_laschet/2021-09-18_19-12-07_UTC_7.jpg,Armin Laschet,armin_laschet,3+,CT-Wks4orcn,armin_laschet,4852192933,CDU,Person,Post
armin_laschet/2021-09-18_19-12-07_UTC_8.jpg,None,armin_laschet,,CT-Wks4orcn,armin_laschet,4852192933,CDU,Person,Post
armin_laschet/2021-09-19_10-05-39_UTC.jpg,Armin Laschet,armin_laschet,1,CT_81F-It9X,armin_laschet,4852192933,CDU,Person,Post
armin_laschet/2021-09-19_20-08-29_UTC.jpg,Armin Laschet,armin_laschet,1,CUBB0WrIXk5,armin_laschet,4852192933,CDU,Person,Post
armin_laschet/2021-09-19_20-18-11_UTC.jpg,Armin Laschet,armin_laschet,1,CUBCjAfo1aj,armin_laschet,4852192933,CDU,Person,Post
armin_laschet/2021-09-20_14-07-14_UTC_1.jpg,Armin Laschet,armin_laschet,3+,CUC9RaKITMH,armin_laschet,4852192933,CDU,Person,Post
armin_laschet/2021-09-20_14-07-14_UTC_2.jpg,Armin Laschet,armin_laschet,1,CUC9RaKITMH,armin_laschet,4852192933,CDU,Person,Post
armin_laschet/2021-09-20_14-07-14_UTC_3.jpg,None,armin_laschet,,CUC9RaKITMH,armin_laschet,4852192933,CDU,Person,Post
armin_laschet/2021-09-20_14-38-01_UTC.jpg,Armin Laschet,armin_laschet,1,CUDAmo6IXEn,armin_laschet,4852192933,CDU,Person,Post
armin_laschet/2021-09-21_05-10-21_UTC_1.jpg,Armin Laschet,armin_laschet,3+,CUEkn_Co_mJ,armin_laschet,4852192933,CDU,Person,Post
armin_laschet/2021-09-21_05-10-21_UTC_2.jpg,Armin Laschet,armin_laschet,2,CUEkn_Co_mJ,armin_laschet,4852192933,CDU,Person,Post
armin_laschet/2021-09-21_05-10-21_UTC_3.jpg,Armin Laschet,armin_laschet,1,CUEkn_Co_mJ,armin_laschet,4852192933,CDU,Person,Post
armin_laschet/2021-09-21_05-10-21_UTC_4.jpg,Armin Laschet,armin_laschet,3+,CUEkn_Co_mJ,armin_laschet,4852192933,CDU,Person,Post
armin_laschet/2021-09-21_11-03-21_UTC_1.jpg,Armin Laschet,armin_laschet,1,CUFNBhQIo6x,armin_laschet,4852192933,CDU,Person,Post
armin_laschet/2021-09-21_11-03-21_UTC_2.jpg,Armin Laschet,armin_laschet,3+,CUFNBhQIo6x,armin_laschet,4852192933,CDU,Person,Post
armin_laschet/2021-09-21_11-03-21_UTC_3.jpg,Armin Laschet,armin_laschet,2,CUFNBhQIo6x,armin_laschet,4852192933,CDU,Person,Post
armin_laschet/2021-09-21_11-03-21_UTC_4.jpg,Armin Laschet,armin_laschet,1,CUFNBhQIo6x,armin_laschet,4852192933,CDU,Person,Post
armin_laschet/2021-09-22_09-18-33_UTC_1.jpg,Armin Laschet,armin_laschet,3+,CUHl0vDoHT1,armin_laschet,4852192933,CDU,Person,Post
armin_laschet/2021-09-22_09-18-33_UTC_2.jpg,Armin Laschet,armin_laschet,3+,CUHl0vDoHT1,armin_laschet,4852192933,CDU,Person,Post
armin_laschet/2021-09-22_09-18-33_UTC_3.jpg,None,armin_laschet,,CUHl0vDoHT1,armin_laschet,4852192933,CDU,Person,Post
armin_laschet/2021-09-22_09-18-33_UTC_4.jpg,Armin Laschet,armin_laschet,3+,CUHl0vDoHT1,armin_laschet,4852192933,CDU,Person,Post
armin_laschet/2021-09-22_14-55-06_UTC_1.jpg,Armin Laschet,armin_laschet,3+,CUIMVtAIcv0,armin_laschet,4852192933,CDU,Person,Post
armin_laschet/2021-09-22_14-55-06_UTC_2.jpg,Armin Laschet,armin_laschet,3+,CUIMVtAIcv0,armin_laschet,4852192933,CDU,Person,Post
armin_laschet/2021-09-22_14-55-06_UTC_3.jpg,Armin Laschet,armin_laschet,3+,CUIMVtAIcv0,armin_laschet,4852192933,CDU,Person,Post
armin_laschet/2021-09-22_14-55-06_UTC_4.jpg,None,armin_laschet,,CUIMVtAIcv0,armin_laschet,4852192933,CDU,Person,Post
armin_laschet/2021-09-22_14-55-06_UTC_5.jpg,Armin Laschet,armin_laschet,3+,CUIMVtAIcv0,armin_laschet,4852192933,CDU,Person,Post
armin_laschet/2021-09-23_08-01-29_UTC.jpg,Armin Laschet,armin_laschet,1,CUKBzKRoYa4,armin_laschet,4852192933,CDU,Person,Post
armin_laschet/2021-09-23_13-50-48_UTC_1.jpg,Armin Laschet,armin_laschet,3+,CUKpxsNIuW2,armin_laschet,4852192933,CDU,Person,Post
armin_laschet/2021-09-23_13-50-48_UTC_2.jpg,Armin Laschet,armin_laschet,2,CUKpxsNIuW2,armin_laschet,4852192933,CDU,Person,Post
armin_laschet/2021-09-23_13-50-48_UTC_3.jpg,Armin Laschet,armin_laschet,2,CUKpxsNIuW2,armin_laschet,4852192933,CDU,Person,Post
armin_laschet/2021-09-23_13-50-48_UTC_4.jpg,Armin Laschet,armin_laschet,2,CUKpxsNIuW2,armin_laschet,4852192933,CDU,Person,Post
armin_laschet/2021-09-23_13-50-48_UTC_5.jpg,Armin Laschet,armin_laschet,3+,CUKpxsNIuW2,armin_laschet,4852192933,CDU,Person,Post
armin_laschet/2021-09-23_13-50-48_UTC_6.jpg,Armin Laschet,armin_laschet,3+,CUKpxsNIuW2,armin_laschet,4852192933,CDU,Person,Post
armin_laschet/2021-09-24_12-06-26_UTC.jpg,Armin Laschet,armin_laschet,1,CUNCd3boD8u,armin_laschet,4852192933,CDU,Person,Post
armin_laschet/2021-09-24_13-34-04_UTC_1.jpg,Armin Laschet,armin_laschet,3+,CUNMp9tou0o,armin_laschet,4852192933,CDU,Person,Post
armin_laschet/2021-09-24_13-34-04_UTC_2.jpg,None,armin_laschet,,CUNMp9tou0o,armin_laschet,4852192933,CDU,Person,Post
armin_laschet/2021-09-24_13-34-04_UTC_3.jpg,Armin Laschet,armin_laschet,1,CUNMp9tou0o,armin_laschet,4852192933,CDU,Person,Post
armin_laschet/2021-09-24_13-34-04_UTC_4.jpg,None,armin_laschet,,CUNMp9tou0o,armin_laschet,4852192933,CDU,Person,Post
armin_laschet/2021-09-24_13-34-04_UTC_5.jpg,Armin Laschet,armin_laschet,3+,CUNMp9tou0o,armin_laschet,4852192933,CDU,Person,Post
armin_laschet/2021-09-24_13-34-04_UTC_6.jpg,Armin Laschet,armin_laschet,3+,CUNMp9tou0o,armin_laschet,4852192933,CDU,Person,Post
armin_laschet/2021-09-24_13-34-04_UTC_7.jpg,None,armin_laschet,,CUNMp9tou0o,armin_laschet,4852192933,CDU,Person,Post
armin_laschet/2021-09-24_18-27-21_UTC.jpg,Armin Laschet,armin_laschet,1,CUNuOCrIjCE,armin_laschet,4852192933,CDU,Person,Post
armin_laschet/2021-09-24_20-50-28_UTC_1.jpg,Armin Laschet,armin_laschet,2,CUN-mSsosuB,armin_laschet,4852192933,CDU,Person,Post
armin_laschet/2021-09-24_20-50-28_UTC_2.jpg,Armin Laschet,armin_laschet,2,CUN-mSsosuB,armin_laschet,4852192933,CDU,Person,Post
armin_laschet/2021-09-24_20-50-28_UTC_3.jpg,Armin Laschet,armin_laschet,3+,CUN-mSsosuB,armin_laschet,4852192933,CDU,Person,Post
armin_laschet/2021-09-24_20-50-28_UTC_4.jpg,Armin Laschet,armin_laschet,3+,CUN-mSsosuB,armin_laschet,4852192933,CDU,Person,Post
armin_laschet/2021-09-25_08-46-13_UTC.jpg,Armin Laschet,armin_laschet,1,CUPQZ85oBEw,armin_laschet,4852192933,CDU,Person,Post
armin_laschet/2021-09-25_12-43-21_UTC_1.jpg,Armin Laschet,armin_laschet,3+,CUPrpaToNq3,armin_laschet,4852192933,CDU,Person,Post
armin_laschet/2021-09-25_12-43-21_UTC_2.jpg,None,armin_laschet,,CUPrpaToNq3,armin_laschet,4852192933,CDU,Person,Post
armin_laschet/2021-09-25_12-43-21_UTC_3.jpg,Armin Laschet,armin_laschet,2,CUPrpaToNq3,armin_laschet,4852192933,CDU,Person,Post
armin_laschet/2021-09-25_12-43-21_UTC_4.jpg,None,armin_laschet,,CUPrpaToNq3,armin_laschet,4852192933,CDU,Person,Post
armin_laschet/2021-09-25_12-43-21_UTC_5.jpg,Armin Laschet,armin_laschet,3+,CUPrpaToNq3,armin_laschet,4852192933,CDU,Person,Post
armin_laschet/2021-09-25_12-43-21_UTC_6.jpg,Armin Laschet,armin_laschet,1,CUPrpaToNq3,armin_laschet,4852192933,CDU,Person,Post
cdu/2021-09-12_10-18-41_UTC.jpg,Armin Laschet,cdu,1,CTt8wZVIW6Z,cdu,1558377791,CDU,Party,Post
cdu/2021-09-12_18-40-41_UTC.jpg,None,cdu,,CTu2NP3q0x-,cdu,1558377791,CDU,Party,Post
cdu/2021-09-12_19-45-25_UTC.jpg,Armin Laschet,cdu,1,CTu9nW1qVbq,cdu,1558377791,CDU,Party,Post
cdu/2021-09-12_20-09-20_UTC.jpg,Armin Laschet,cdu,1,CTu_70lImWO,cdu,1558377791,CDU,Party,Post
cdu/2021-09-13_12-04-40_UTC_1.jpg,Armin Laschet,cdu,1,CTwtrisqMtb,cdu,1558377791,CDU,Party,Post
cdu/2021-09-13_12-04-40_UTC_2.jpg,None,cdu,,CTwtrisqMtb,cdu,1558377791,CDU,Party,Post
cdu/2021-09-13_12-04-40_UTC_3.jpg,Armin Laschet,cdu,2,CTwtrisqMtb,cdu,1558377791,CDU,Party,Post
cdu/2021-09-13_17-44-47_UTC_1.jpg,None,cdu,,CTxUmmFo4IX,cdu,1558377791,CDU,Party,Post
cdu/2021-09-13_17-44-47_UTC_2.jpg,None,cdu,,CTxUmmFo4IX,cdu,1558377791,CDU,Party,Post
cdu/2021-09-13_19-24-53_UTC.jpg,None,cdu,,CTxgD12IwG4,cdu,1558377791,CDU,Party,Post
cdu/2021-09-14_05-32-44_UTC.jpg,Armin Laschet,cdu,1,CTylkpXK5ns,cdu,1558377791,CDU,Party,Post
cdu/2021-09-14_11-58-16_UTC.jpg,None,cdu,,CTzRvj9KJYg,cdu,1558377791,CDU,Party,Post
cdu/2021-09-14_13-38-22_UTC.jpg,None,cdu,,CTzdMqOK91U,cdu,1558377791,CDU,Party,Post
cdu/2021-09-15_07-58-57_UTC.jpg,None,cdu,,CT1bFVcIKJD,cdu,1558377791,CDU,Party,Post
cdu/2021-09-15_09-26-42_UTC_1.jpg,Armin Laschet,cdu,1,CT1lMXaqkoj,cdu,1558377791,CDU,Party,Post
cdu/2021-09-15_09-26-42_UTC_2.jpg,Armin Laschet,cdu,2,CT1lMXaqkoj,cdu,1558377791,CDU,Party,Post
cdu/2021-09-15_09-26-42_UTC_3.jpg,None,cdu,,CT1lMXaqkoj,cdu,1558377791,CDU,Party,Post
cdu/2021-09-15_09-26-42_UTC_4.jpg,Armin Laschet,cdu,2,CT1lMXaqkoj,cdu,1558377791,CDU,Party,Post
cdu/2021-09-15_12-50-53_UTC.jpg,None,cdu,,CT18h7hKU_5,cdu,1558377791,CDU,Party,Post
cdu/2021-09-15_14-06-44_UTC.jpg,Armin Laschet,cdu,1,CT2E-c6IeTv,cdu,1558377791,CDU,Party,Post
cdu/2021-09-15_14-32-35_UTC.jpg,Armin Laschet,cdu,1,CT2IA07o1Op,cdu,1558377791,CDU,Party,Post
